date,Year,IND_VOL,Accumulator,LABNO,FIELDNOTES,Temperature,TEMP_F,VWSP,V_WSP_F,WSP,S_WSP_F,WDR,WIND_DIR_F,LWC,LWC_F,PSA,SR,SOLAR_RAD_F,SIG_T,RainCount,RAIN_HR_F,CloudCount
9/26/2020 9:00,2020,,0.314088889,,,10.2340625,,,,11.60062222,,273.8196215,,0.05475,,72.025,154.6046181,,,0.309449994,,-0.590883332
9/26/2020 10:00,2020,,0.313866667,,,10.27211806,,,,10.04105556,,270.3610785,,NA,,38.63888889,153.9461458,,,1.97999996,,-1.182216664
9/26/2020 11:00,2020,,0.0365,,,10.56152778,,,,9.459088889,,266.714765,,0.059333333,,-15.52777778,155.8321875,,,0.471249991,,-0.689649999
9/26/2020 12:00,2020,,0.048694444,,,11.28069444,,,,9.421533333,,261.0690565,,NA,,-234.5083333,159.9648264,,,-0.049899999,,-1.512999997
9/26/2020 13:00,2020,,0.049045833,,,12.09961806,,,,6.756244444,,262.988221,,NA,,-211.7611111,165.3051736,,,-0.268833328,,-1.560316664
9/26/2020 14:00,2020,,0.049288889,,,12.08760417,,,,8.335744444,,243.696677,,NA,,-155.6916667,164.4110417,,,-0.257883328,,-1.581449997
9/26/2020 15:00,2020,,0.049408333,,,13.2475,,,,7.495511111,,234.5083745,,NA,,-180.8277778,164.8181944,,,-0.301683327,,-1.582249997
9/26/2020 16:00,2020,,0.049580556,,,14.96263889,,,,6.356855556,,247.850551,,NA,,-65.81944444,168.0177431,,,-0.32976666,,-1.562199997
9/26/2020 17:00,2020,,0.049743056,,,16.08190972,,,,6.184677778,,252.3068105,,NA,,44.375,165.2234375,,,-0.412466658,,-1.576499997
9/26/2020 18:00,2020,,0.049968056,,,16.52756944,,,,5.620116667,,258.949528,,NA,,164.1694444,166.3727083,,,-0.422749992,,-1.55988333
9/26/2020 19:00,2020,,0.050152778,,,16.74979167,,,,4.768544444,,267.57933,,NA,,264.7694444,164.5515972,,,-0.396733325,,-1.55663333
9/26/2020 20:00,2020,,0.050536111,,,16.03802083,,,,5.498855556,,272.2843465,,NA,,228.4111111,159.2307292,,,-0.320049994,,-1.554666664
9/26/2020 21:00,2020,,0.050590278,,,15.29715278,,,,5.582777778,,268.884809,,NA,,97.59166667,154.8903125,,,-0.285549994,,-1.592449997
9/26/2020 22:00,2020,,0.050455556,,,13.27767361,,,,7.909633333,,262.9668545,,NA,,-4.927777778,147.8575694,,,-0.15403333,,-1.521899997
9/26/2020 23:00,2020,,0.022354167,,,12.07159722,,,,8.300644444,,262.619189,,NA,,-133.0972222,145.0854167,,,-0.108666664,,-1.622166663
9/27/2020 0:00,2020,,0.025211111,,,11.47972222,,,,10.03628889,,256.897212,,0.135712121,,-264.3166667,145.1488194,,,-0.107683331,,8.40911665
9/27/2020 1:00,2020,,0.085131944,,,11.38461806,,,,13.66646667,,244.863769,,0.332452778,,-925.0555556,157.6983681,,,2.082833292,,57.40274989
9/27/2020 2:00,2020,,0.141072222,,,11.26315972,,,,12.4709,,256.21971,,0.205644444,,-684.5888889,324.4259028,,,0.065816665,,58.74638322
9/27/2020 3:00,2020,,0.186340278,,,11.31048611,,,,10.07976667,,267.3284505,,0.389569444,,-798.2388889,381.0189931,,,2.066366625,,57.00038322
9/27/2020 4:00,2020,,0.229161111,,,11.42763889,,,,9.185511111,,268.409935,,0.616901389,,-989.4833333,410.5807292,,,0.310099994,,58.54956655
9/27/2020 5:00,2020,,0.267855556,,,11.45277778,,,,9.148677778,,268.323337,,0.677329167,,-1009.497222,487.8454167,,,1.895799962,,57.19806655
9/27/2020 6:00,2020,,0.306125,,,11.35784722,,,,9.914522222,,267.4572155,,0.608823611,,-941.7138889,445.7562847,,,5.99069988,,54.46201656
9/27/2020 7:00,2020,,0.342711111,,,11.30451389,,,,8.943422222,,267.495562,,0.586991667,,-918.3944444,412.0290625,,,2.563816615,,56.80466655
9/27/2020 8:00,2020,,0.378679167,,,11.31486111,,,,9.303377778,,265.0961465,,0.590211111,,-918.2333333,386.3982986,,,4.822199904,,54.81061656
9/27/2020 9:00,2020,,0.414608333,,,11.44659722,,,,9.375888889,,264.1653595,,0.6661125,,-966.075,395.7601389,,,2.232199955,,57.40226655
9/27/2020 10:00,2020,,0.449102778,,,11.50864583,,,,11.09665556,,262.520422,,0.627013889,,-981.9777778,393.4279861,,,6.125183211,,54.02104989
9/27/2020 11:00,2020,,0.056168056,,,11.50809028,,,,10.61984444,,268.1975435,,0.624133333,,-966.1666667,410.6708681,,,7.179799856,,52.4628999
9/27/2020 12:00,2020,,0.080279167,,,11.51663194,,,,10.87247778,,267.2211935,,0.568343056,,-925.3222222,451.6145486,,,8.194499836,,52.01871656
9/27/2020 13:00,2020,,0.113472222,,,11.57628472,,,,10.97373333,,269.398737,,0.538813889,,-881.6555556,449.9309375,,,6.427549871,,54.20984989
9/27/2020 14:00,2020,,0.146198611,,,11.65045139,,,,11.50297778,,267.3958045,,0.4298875,,-775.8416667,470.6361458,,,3.571366595,,56.38206655
9/27/2020 15:00,2020,,0.178129167,,,11.8765625,,,,11.45502222,,260.6889875,,0.348380556,,-739.8305556,471.8637153,,,2.231649955,,57.19276655
9/27/2020 16:00,2020,,0.204501389,,,12.258125,,,,11.59498889,,260.059171,,0.12947619,,-215.9083333,475.9043056,,,-0.035549999,,9.059783315
9/27/2020 17:00,2020,,0.2116,,,13.05128472,,,,10.01043333,,258.0239765,,NA,,12.93611111,500.0107292,,,-0.225783329,,-1.57973333
9/27/2020 18:00,2020,,0.2116625,,,14.01864583,,,,11.82017778,,258.2574515,,NA,,-13.89444444,520.6532986,,,-0.236099995,,-1.488766664
9/27/2020 19:00,2020,,0.211827778,,,14.60673611,,,,8.125433333,,262.5938605,,NA,,-132.8666667,521.8155556,,,-0.275933328,,-1.47683333
9/27/2020 20:00,2020,,0.212025,,,14.56284722,,,,7.882044444,,262.4339655,,NA,,-83.28055556,262.9744792,,,-0.270216661,,-1.46423333
9/27/2020 21:00,2020,,0.211998611,,,13.47010417,,,,10.57838889,,260.236046,,NA,,-81.76944444,127.7558333,,,-0.167549997,,-1.487399997
9/27/2020 22:00,2020,,0.211663889,,,12.42340278,,,,11.76644444,,259.669763,,NA,,-122.7111111,109.5424306,,,-0.109533331,,-1.47343333
9/27/2020 23:00,2020,,0.037669444,,,12.06288194,,,,11.83144444,,255.427027,,0.112486111,,-414.6027778,107.4570139,,,0.059699999,,27.92594994
9/28/2020 0:00,2020,,0.059305556,,,12.0484375,,,,12.85642222,,246.792414,,0.212169444,,-676.6638889,111.6587847,,,1.061566645,,58.15126655
9/28/2020 1:00,2020,,0.083890278,,,11.97885417,,,,12.92185556,,242.9010225,,0.452866667,,-974.2083333,150.7985417,,,4.320083247,,56.08191655
9/28/2020 2:00,2020,,0.107852778,,,11.64288194,,,,10.21597778,,258.047324,,0.239684722,,-649.25,337.1320486,,,0.642999987,,58.57083322
9/28/2020 3:00,2020,,0.131904167,,,11.67121528,,,,11.86221111,,253.2477855,,0.433686111,,-891.6388889,481.3477778,,,3.899616589,,55.75243322
9/28/2020 4:00,2020,,0.154873611,,,11.37774306,,,,12.26824444,,259.7505595,,0.321053419,,-483.1583333,490.9674306,,,5.33741656,,31.5898166
9/28/2020 5:00,2020,,0.16825,,,11.52652778,,,,12.46295556,,262.8556355,,0.072875,,-75.69166667,481.6136111,,,5.251099895,,-8.828183316
9/28/2020 6:00,2020,,0.172697222,,,11.65427083,,,,10.78696667,,257.3928865,,0.335633333,,-486.0666667,486.9065972,,,2.397799952,,37.81016659
9/28/2020 7:00,2020,,0.191508333,,,11.96784722,,,,10.51252222,,254.7219325,,0.530556944,,-823.0916667,495.1218403,,,5.906599882,,53.40503323
9/28/2020 8:00,2020,,0.210680556,,,12.39305556,,,,9.645422222,,255.889732,,0.521640278,,-760.1527778,501.1607639,,,2.64733328,,57.10403322
9/28/2020 9:00,2020,,0.227506944,,,12.74784722,,,,11.80125556,,229.696384,,0.579293056,,-866.125,508.0296528,,,33.84886599,,20.32489996
9/28/2020 10:00,2020,,0.246079167,,,12.85767361,,,,10.15617778,,234.528609,,0.571618056,,-893.825,504.1777431,,,6.405433205,,52.34843323
9/28/2020 11:00,2020,,0.046704167,,,12.89552083,,,,10.04004444,,219.474707,,0.377525,,-755.1027778,515.2228125,,,11.08131645,,49.98811657
9/28/2020 12:00,2020,,0.061670833,,,13.11826389,,,,9.589811111,,214.51683,,0.390180556,,-653.5222222,487.1823611,,,10.66063312,,50.89478323
9/28/2020 13:00,2020,,0.142983333,,,12.95506944,,,,7.928988889,,223.7399415,,0.448831944,,-710.7333333,514.8775347,,,7.216249856,,52.69029989
9/28/2020 14:00,2020,,0.3851875,,,13.05479167,,,,8.296311111,,224.190336,,0.209609375,,-457.875,542.6044097,,,1.730666632,,44.34304991
9/28/2020 15:00,2020,,0.456213889,,,13.13972222,,,,6.233788889,,244.64784,,0.31366358,,-558.0527778,527.8365278,,,2.087849958,,51.3960499
9/28/2020 16:00,2020,,0.556506944,,,13.29607639,,,,7.490166667,,238.6752665,,0.350026389,,-787.8555556,529.7405208,,,49.80318234,,6.514499987
9/28/2020 17:00,2020,,0.7081375,,,13.43871528,,,,6.730966667,,263.6995415,,0.445529167,,-830.1805556,533.2154514,,,23.59411619,,29.17474994
9/28/2020 18:00,2020,,0.8516625,,,13.11065972,,,,6.456955556,,262.0270115,,0.421415254,,-861.3194444,546.4257639,,,7.276633188,,52.3375999
9/28/2020 19:00,2020,,0.9406375,,,13.3078125,,,,7.749588889,,259.4548245,,0.296487288,,-664.5194444,550.45375,,,0.176066663,,57.69379988
9/28/2020 20:00,2020,,1.0117,,,12.95309028,,,,8.421977778,,247.6842885,,0.189970833,,-423.0111111,542.6720139,,,0.225849995,,38.51261659
9/28/2020 21:00,2020,,1.036880556,,,12.89190972,,,,8.656122222,,246.9759395,,0.056833333,,-27.48055556,541.24125,,,-0.181616663,,2.404566662
9/28/2020 22:00,2020,,1.062558333,,,12.44704861,,,,12.54673333,,234.2833895,,0.207888889,,-692.45,532.4718056,,,0.898016649,,57.29611655
9/28/2020 23:00,2020,,0.084470833,,,12.1390625,,,,13.24266667,,228.1456855,,0.183327684,,-646.1722222,261.8091667,,,3.235433269,,55.52469989
9/29/2020 0:00,2020,,0.1019625,,,12.13944444,,,,11.82884444,,239.3117335,,0.289369444,,-808.0166667,217.8286458,,,2.81406661,,56.37451655
9/29/2020 1:00,2020,,0.144598611,,,12.12975694,,,,11.03425556,,247.7833385,,0.461633333,,-1005.530556,356.4530903,,,0.894233315,,58.27903322
9/29/2020 2:00,2020,,0.185695833,,,11.9265625,,,,12.59223333,,246.6012475,,0.589540278,,-1032.702778,464.0239236,,,5.741533219,,54.77101656
9/29/2020 3:00,2020,,0.224369444,,,11.70934028,,,,12.95753333,,247.972241,,0.551452778,,-1001.975,500.7685069,,,5.588449888,,55.12684989
9/29/2020 4:00,2020,,0.262408333,,,11.70225694,,,,13.31965556,,252.0681,,0.580727778,,-870.7805556,509.9458681,,,7.85571651,,53.47018323
9/29/2020 5:00,2020,,0.298420833,,,11.864375,,,,15.69085556,,247.283419,,0.640372222,,236.8166667,513.3027778,,,11.49221644,,50.11223323
9/29/2020 6:00,2020,,0.328322222,,,12.17128472,,,,14.1284,,257.339824,,0.684397222,,-123.2583333,521.4821181,,,12.28913309,,50.3349499
9/29/2020 7:00,2020,,0.353898611,,,12.25083333,,,,13.43073333,,258.5098875,,0.676458333,,-405.2944444,526.1345833,,,10.40659979,,51.50681656
9/29/2020 8:00,2020,,0.3799,,,12.295,,,,16.12534444,,247.7241915,,0.713344444,,240.0333333,524.7588194,,,14.68503304,,49.09393324
9/29/2020 9:00,2020,,0.404623611,,,12.20152778,,,,12.52376667,,256.515728,,0.670879167,,-639.8222222,531.5879861,,,8.330349833,,53.42373323
9/29/2020 10:00,2020,,0.428001389,,,12.00829861,,,,15.87401111,,240.98299,,0.6376,,-538.8027778,538.7242361,,,14.49576638,,47.77686657
9/29/2020 11:00,2020,,0.054627778,,,12.07111111,,,,14.59856667,,249.1168345,,0.713723611,,-281.1666667,537.0352778,,,12.98353307,,49.44208323
9/29/2020 12:00,2020,,0.064368056,,,12.15871528,,,,13.54137778,,257.394726,,0.752273611,,-403.0666667,550.1722569,,,12.33466642,,50.28411657
9/29/2020 13:00,2020,,0.088333333,,,12.24475694,,,,10.17567778,,265.6816735,,0.693155556,,-855.4194444,546.1202083,,,4.235866582,,55.86633322
9/29/2020 14:00,2020,,0.109873611,,,11.82878472,,,,7.175422222,,266.2451265,,0.816086207,,-946.8194444,538.4309028,,,28.75014942,,24.51758328
9/29/2020 15:00,2020,,0.124105556,,,10.58295139,,,,8.355244444,,274.502642,,0.986944444,,-968.1194444,534.2127083,,,33.52714933,,23.91578329
9/29/2020 16:00,2020,,0.133005556,,,9.9996875,,,,7.6232,,267.1810075,,0.6704875,,-801.0916667,532.9496181,,,47.32803239,,9.796183314
9/29/2020 17:00,2020,,0.143418056,,,9.776736111,,,,7.129777778,,262.5981055,,0.34630791,,-557.2944444,533.2899306,,,30.63833272,,30.06744994
9/29/2020 18:00,2020,,0.153141667,,,8.601458333,,,,7.501144444,,278.8318345,,0.370620833,,-532.2583333,531.8286111,,,22.61851621,,35.0350666
9/29/2020 19:00,2020,,0.167986111,,,8.529826389,,,,9.419077778,,272.1677505,,0.411140278,,-586.0444444,528.3979861,,,41.02754918,,16.52824997
9/29/2020 20:00,2020,,0.172961111,,,7.860243056,,,,9.193455556,,270.855621,,0.483488889,,-630.825,527.1016667,,,56.66504887,,-4.720066657
9/29/2020 21:00,2020,,0.179026389,,,8.118506944,,,,10.04928889,,262.572777,,0.245592949,,-424.1305556,526.7586806,,,25.92044948,,23.13591662
9/29/2020 22:00,2020,,0.187116667,,,9.124201389,,,,9.143622222,,256.4768155,,0.184685764,,-463.4166667,530.5716319,,,0.045199999,,46.14329991
9/29/2020 23:00,2020,,0.051238889,,,8.824201389,,,,8.626222222,,253.7682225,,0.328,,-650.6916667,531.7487847,,,0.047249999,,59.13708322
9/30/2020 0:00,2020,,0.067509722,,,9.301284722,,,,8.857622222,,250.746207,,0.197570621,,-486.7111111,527.1165625,,,0.471016657,,57.81876655
9/30/2020 1:00,2020,,0.086329167,,,9.447152778,,,,9.316377778,,214.1824655,,0.275804487,,-487.4916667,524.1572569,,,11.50129977,,41.31881658
9/30/2020 2:00,2020,,0.097630556,,,9.496493056,,,,6.192622222,,175.0328115,,0.251034884,,-281.4111111,522.2532639,,,40.31674919,,-2.190416662
9/30/2020 3:00,2020,,0.098015278,,,8.244236111,,,,7.311488889,,121.931116,,0.372141667,,-452.7722222,521.4569097,,,60.23231546,,-19.20336663
9/30/2020 4:00,2020,,0.098656944,,,6.278159722,,,,4.178488889,,114.8706905,,0.321695833,,-427.625,527.814375,,,60.22271546,,-18.80844996
9/30/2020 5:00,2020,,0.098338889,,,6.405243056,,,,4.891033333,,194.57665,,0.118041667,,-114.0111111,529.0224653,,,60.2211488,,-15.37179997
9/30/2020 6:00,2020,,0.098118056,,,7.840659722,,,,5.9488,,125.846987,,0.204172222,,-190.5527778,533.7501736,,,60.30473213,,-14.09173331
9/30/2020 7:00,2020,,0.098498611,,,6.0034375,,,,4.963472222,,93.863742,,0.233559748,,-306.8138889,530.5937847,,,60.35393213,,-12.86004997
9/30/2020 8:00,2020,,0.098722222,,,4.874409722,,,,6.745266667,,41.0328775,,0.279823611,,-340.5944444,527.2922569,,,60.33589879,,-11.42038331
9/30/2020 9:00,2020,,0.098205556,,,3.706666667,,,,10.48247778,,260.517631,,0.574706944,,-531.8888889,526.3270833,,,60.37618213,,-9.182599982
9/30/2020 10:00,2020,,0.098075,,,4.418784722,,,,15.51073333,,302.079577,,0.555614583,,-266.1361111,528.3498611,,,60.35781546,,-5.452516656
9/30/2020 11:00,2020,,0.036588889,,,5.840625,,,,9.075155556,,283.1648475,,NA,,-78.21111111,526.1617014,,,59.29451548,,-3.14041666
9/30/2020 12:00,2020,,0.044030556,,,4.708333333,,,,8.196644444,,289.425515,,0.540853774,,-531.5138889,527.7188889,,,29.65861607,,23.38423329
9/30/2020 13:00,2020,,0.058894444,,,3.543472222,,,,10.68874444,,289.2872695,,0.626131944,,-652.4138889,536.1438194,,,2.490333284,,57.12563322
9/30/2020 14:00,2020,,-0.004463889,,,-4163.934514,,,,-4163.7306,,-4040.867275,,0.453216346,,-260.9777778,298.5132639,,,6.403833205,,8.661783316
9/30/2020 15:00,2020,,-0.026251389,,,-9999,,,,-9999,,-9999,,0.414066667,,-1.255555556,42.33701389,,,0.058399999,,0.08625
9/30/2020 16:00,2020,,-0.026556944,,,-9999,,,,-9999,,-9999,,NA,,0,39.45065972,,,0.236316662,,-0.242
9/30/2020 17:00,2020,,-0.029704167,,,-9999,,,,-9999,,-9999,,NA,,0,34.51631944,,,1.679349966,,-0.991716665
9/30/2020 18:00,2020,,-0.028479167,,,-9999,,,,-9999,,-9999,,NA,,0,34.60302083,,,1.272266641,,-0.943983331
9/30/2020 19:00,2020,,-0.0276625,,,-9999,,,,-9999,,-9999,,NA,,0,32.78420139,,,1.259466641,,-1.245516664
9/30/2020 20:00,2020,,-0.027370833,,,-9999,,,,-9999,,-9999,,NA,,0,32.35260417,,,1.978616627,,-1.165566664
9/30/2020 21:00,2020,,-0.027406944,,,-9999,,,,-9999,,-9999,,NA,,0,32.78,,,2.023583293,,-1.129883331
9/30/2020 22:00,2020,,-0.027261111,,,-9999,,,,-9999,,-9999,,NA,,0,32.67152778,,,1.971599961,,-1.120916664
9/30/2020 23:00,2020,,-0.026911111,,,-9999,,,,-9999,,-9999,,NA,,0,32.64440972,,,2.114699958,,-1.049783331
10/1/2020 0:00,2020,,-0.026565278,,,-9999,,,,-9999,,-9999,,NA,,0,32.8934375,,,2.183349956,,-1.025883331
10/1/2020 1:00,2020,,-0.026461111,,,-9999,,,,-9999,,-9999,,NA,,0,33.07944444,,,2.106949958,,-0.971333331
10/1/2020 2:00,2020,,-0.026701389,,,-9999,,,,-9999,,-9999,,NA,,0,33.68444444,,,2.020566626,,-0.898216665
10/1/2020 3:00,2020,,-0.026452778,,,-9999,,,,-9999,,-9999,,NA,,0,34.08701389,,,1.960549961,,-0.817516665
10/1/2020 4:00,2020,,-0.026319444,,,-9999,,,,-9999,,-9999,,NA,,0,33.21197917,,,2.054033292,,-1.013949998
6/1/2021 0:00,2021,,-2.194380808,,,,,,,,,,,1.39E-06,,,-10.77579861,,,3.930033255,,0.984733331
6/1/2021 1:00,2021,,-2.194434091,,,,,,,,,,,0,,,-10.73645833,,,3.949433254,,0.991949998
6/1/2021 2:00,2021,,-2.194355429,,,,,,,,,,,0,,,-10.63142361,,,3.929283255,,0.983599998
6/1/2021 3:00,2021,,-2.194290278,,,,,,,,,,,0,,,-10.62760417,,,3.879299922,,0.972733331
6/1/2021 4:00,2021,,-2.194251389,,,,,,,,,,,0,,,-10.69177083,,,3.871983256,,0.971499998
6/1/2021 5:00,2021,,-2.194233333,,,,,,,,,,,0,,,-10.61538194,,,3.920116588,,0.993166665
6/1/2021 6:00,2021,,-2.194261364,,,,,,,,,,,5.55E-06,,,-10.69444444,,,3.888016589,,0.974516665
6/1/2021 7:00,2021,,-2.194238889,,,,,,,,,,,1.39E-06,,,-10.62645833,,,3.831533257,,0.975066665
6/1/2021 8:00,2021,,-2.194230556,,,,,,,,,,,0,,,-11.00878472,,,3.841149923,,0.993183331
6/1/2021 9:00,2021,,-2.194228156,,,,,,,,,,,0,,,-10.92361111,,,3.632149927,,0.989166665
6/1/2021 10:00,2021,,-2.194202904,,,,,,,,,,,1.39E-06,,,-10.67458333,,,3.49744993,,0.978983331
6/1/2021 11:00,2021,,-2.194129167,,,,,,,,,,,1.39E-06,,,-10.99503472,,,3.539699929,,1.007433331
6/1/2021 12:00,2021,,-2.193861111,,,,,,,,,,,0,,,-11.1409375,,,3.514033263,,1.025849998
6/1/2021 13:00,2021,,-2.193616035,,,,,,,,,,,0,,,-13.44979167,,,3.509783263,,1.037166665
6/1/2021 14:00,2021,,-2.1937125,,,,,,,,,,,0,,,-12.93302083,,,3.541616596,,1.007799998
6/1/2021 15:00,2021,,-2.194036111,,,,,,,,,,,0,,,-10.19600694,,,3.708549926,,0.993016665
6/1/2021 16:00,2021,,-2.194063889,,,,,,,,,,,0,,,-5.203611111,,,3.762716591,,0.982333331
6/1/2021 17:00,2021,,-2.194129167,,,,,,,,,,,0,,,-7.813541667,,,3.899816589,,0.987866665
6/1/2021 18:00,2021,,-2.194115278,,,,,,,,,,,0,,,-10.15170139,,,3.935733255,,0.979766665
6/1/2021 19:00,2021,,-2.194109722,,,,,,,,,,,0,,,-10.90795139,,,3.993383254,,0.983916665
6/1/2021 20:00,2021,,-2.19414596,,,,,,,,,,,0,,,-8.371076389,,,4.085516585,,0.968866665
6/1/2021 21:00,2021,,-2.194188889,,,,,,,,,,,0,,,-9.224722222,,,4.121949917,,0.978716665
6/1/2021 22:00,2021,,-2.19422096,,,,,,,,,,,0,,,-10.02986111,,,4.144016584,,0.982616665
6/1/2021 23:00,2021,,-2.194223611,,,,,,,,,,,0,,,-8.757222222,,,4.186049916,,0.986166665
6/2/2021 0:00,2021,,-2.194293056,,,,,,,,,,,0,,,-6.261597222,,,4.15748325,,0.975316665
6/2/2021 1:00,2021,,-2.194294445,,,,,,,,,,,0,,,-0.128715278,,,4.165399917,,0.947733331
6/2/2021 2:00,2021,,-2.194280556,,,,,,,,,,,0,,,0.376979167,,,4.101783251,,0.934366665
6/2/2021 3:00,2021,,-2.194352146,,,,,,,,,,,0,,,0.136354167,,,4.132399917,,0.934499998
6/2/2021 4:00,2021,,-2.194344444,,,,,,,,,,,0,,,0.389201389,,,4.103333251,,0.929949998
6/2/2021 5:00,2021,,-2.194216667,,,,,,,,,,,0,,,-1.025138889,,,3.896116589,,0.932033331
6/2/2021 6:00,2021,,-2.193959722,,,,,,,,,,,0,,,-7.393680555,,,3.485283264,,0.939316665
6/2/2021 7:00,2021,,-2.193723611,,,,,,,,,,,0,,,-7.344409722,,,3.365083266,,0.958966665
6/2/2021 8:00,2021,,-2.193625,,,,,,,,,,,0,,,-7.357013889,,,3.153416604,,0.964016665
6/2/2021 9:00,2021,,-2.193725,,,,,,,,,,,0,,,-2.426111111,,,3.107149938,,0.957749998
6/2/2021 10:00,2021,,-2.19469255,,,,,,,,,,,0.002833333,,,-9.542118055,,,3.163166603,,0.981949998
6/2/2021 11:00,2021,,-0.918168434,,,,,,,,,,,0.010559722,,,112.4073958,,,-1.250733308,,0.654683332
6/2/2021 12:00,2021,,-0.021216667,,,,,,,,,,,0.011031944,,,184.2790278,,,24.32484951,,25.11306662
6/2/2021 13:00,2021,,-0.021091667,,,,,,,,,,,0.011269444,,,149.9502431,,,19.04296628,,21.0624333
6/2/2021 14:00,2021,,-0.019623611,,,,,,,,,,,0.011063889,,,77.47552083,,,-0.433033325,,0.816216665
6/2/2021 15:00,2021,,-0.018820833,,,,,,,,,,,0.011663889,,,74.69496528,,,-0.365049993,,0.803433332
6/2/2021 16:00,2021,,-0.019486111,,,,,,,,,,,0.011194444,,,61.24440972,,,-0.317699994,,0.835749998
6/2/2021 17:00,2021,,-0.026151389,,,,,,,,,,,0.011001389,,,53.69375,,,-0.288816661,,0.894916665
6/2/2021 18:00,2021,,-0.030104167,,,,,,,,,,,0.010977778,,,46.5059375,,,-0.166416663,,0.924199998
6/2/2021 19:00,2021,,-0.031338889,,,,,,,,,,,0.010180556,,,44.02711806,,,-0.120433331,,0.926433331
6/2/2021 20:00,2021,,-0.031891667,,,,,,,,,,,0.01035,,,46.14194444,,,-0.119999998,,0.929983331
6/2/2021 21:00,2021,,-0.032152778,,,,,,,,,,,0.032665278,,,54.01725695,,,-0.119999998,,0.931649998
6/2/2021 22:00,2021,,-0.032466667,,,,,,,,,,,0.010076389,,,52.38520833,,,-0.121583331,,0.928783331
6/2/2021 23:00,2021,,-0.032456944,,,,,,,,,,,0.010002778,,,52.298125,,,-0.120266665,,0.948349998
6/3/2021 0:00,2021,,-0.031998611,,,,,,,,,,,0.203768056,,,74.51888889,,,-0.120266665,,0.746816665
6/3/2021 1:00,2021,,-0.031855555,,,,,,,,,,,0.607441667,,,113.6934028,,,10.82893312,,-10.67758331
6/3/2021 2:00,2021,,-0.030915278,,,,,,,,,,,0.499031944,,,375.4471875,,,57.49509885,,-15.97086664
6/3/2021 3:00,2021,,-0.030691667,,,,,,,,,,,0.696334722,,,324.7226736,,,43.67124913,,-13.35113331
6/3/2021 4:00,2021,,-0.029470833,,,,,,,,,,,0.830145833,,,369.2978819,,,39.10843255,,-12.50401664
6/3/2021 5:00,2021,,-0.029551389,,,,,,,,,,,0.859598611,,,371.5544097,,,53.72218226,,-10.40556665
6/3/2021 6:00,2021,,-0.027919444,,,,,,,,,,,0.895926389,,,377.1590625,,,35.92956595,,-9.346666648
6/3/2021 7:00,2021,,-0.024283333,,,,,,,,,,,0.823066667,,,577.9159375,,,8.603399827,,-10.31828331
6/3/2021 8:00,2021,,-0.022075,,,,,,,,,,,0.6802875,,,879.2414583,,,29.70971607,,-8.643533316
6/3/2021 9:00,2021,,-0.020469444,,,,,,,,,,,0.5749125,,,825.7531944,,,11.94554976,,-11.62924998
6/3/2021 10:00,2021,,-0.030515278,,,,,,,,,,,0.781168056,,,786.4736458,,,1.384449972,,17.44121663
6/3/2021 11:00,2021,,-0.031998611,,,,,,,,,,,0.833854167,,,693.48125,,,19.86018294,,39.38769992
6/3/2021 12:00,2021,,-0.034175,,,,,,,,,,,0.838470833,,,659.9514931,,,12.90033307,,27.20186661
6/3/2021 13:00,2021,,-0.041179167,,,,,,,,,,,0.913538889,,,652.2789931,,,28.4586161,,28.77833328
6/3/2021 14:00,2021,,-0.039459722,,,,,,,,,,,0.881047222,,,633.3059028,,,14.49436638,,45.45729991
6/3/2021 15:00,2021,,-0.039144444,,,,,,,,,,,0.801444444,,,629.110625,,,19.73651627,,39.77446659
6/3/2021 16:00,2021,,-0.039606944,,,,,,,,,,,0.817361111,,,625.7159028,,,5.309683227,,54.82789989
6/3/2021 17:00,2021,,-0.041308333,,,,,,,,,,,0.686481944,,,596.6209028,,,7.313583187,,52.79679989
6/3/2021 18:00,2021,,-0.041061111,,,,,,,,,,,0.642993056,,,617.6305208,,,3.3039666,,56.11046655
6/3/2021 19:00,2021,,-0.041429167,,,,,,,,,,,0.704416667,,,633.9949306,,,10.31829979,,49.85158323
6/3/2021 20:00,2021,,-0.041206944,,,,,,,,,,,0.644343056,,,643.6103819,,,6.062733212,,53.97873322
6/3/2021 21:00,2021,,-0.041275,,,,,,,,,,,0.596786111,,,647.4389931,,,3.811333257,,56.24438322
6/3/2021 22:00,2021,,-0.041301389,,,,,,,,,,,0.747965278,,,634.1606944,,,4.904833235,,54.78331656
6/3/2021 23:00,2021,,-0.041290278,,,,,,,,,,,0.700251389,,,625.8064236,,,6.060349878,,54.27089989
6/4/2021 0:00,2021,,-0.04145,,,,,,,,,,,0.699256944,,,629.7545833,,,1.6340333,,57.82844988
6/4/2021 1:00,2021,,-0.041523611,,,,,,,,,,,0.824316667,,,622.3379861,,,2.30191662,,57.63353322
6/4/2021 2:00,2021,,-0.041304167,,,,,,,,,,,0.850440278,,,625.0188542,,,1.97269996,,57.57319988
6/4/2021 3:00,2021,,-0.041708333,,,,,,,,,,,0.905572222,,,618.6736111,,,3.771933258,,55.88739989
6/4/2021 4:00,2021,,-0.041579167,,,,,,,,,,,0.793293056,,,599.7948611,,,5.106233231,,53.84634989
6/4/2021 5:00,2021,,-0.041729167,,,,,,,,,,,0.760140278,,,590.5712847,,,0.692283319,,58.53908321
